Date,Invoice_ID,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax,Total,Time,Payment,Rating
2023-10-04,INV000621INV000387INV000988INV001120INV000457INV001708INV001824INV001999,ACCCAAAC,NaypyitawMandalayNaypyitawYangonMandalayNaypyitawMandalayYangon,NormalNormalNormalNormalMemberNormalNormalNormal,MaleMaleMaleFemaleMaleMaleFemaleFemale,Fashion AccessoriesHome & LifestyleElectronic AccessoriesElectronic AccessoriesFashion AccessoriesSports & TravelSports & TravelFood & Beverages,465.65,35,45.63,1912.7800000000002,17:528:498:5914:329:1112:2610:4810:35,CashEwalletCashEwalletCredit cardCredit cardCredit cardCash,57.1
2023-10-05,INV000058INV001366INV000061INV001114INV001295INV001368INV001064,BCBBACC,NaypyitawYangonNaypyitawYangonNaypyitawYangonMandalay,NormalMemberNormalMemberMemberMemberMember,FemaleFemaleFemaleFemaleMaleMaleMale,Home & LifestyleSports & TravelFood & BeveragesElectronic AccessoriesHealth & BeautyFashion AccessoriesHealth & Beauty,438.09000000000003,32,47.53,1731.85,12:5217:3213:0116:5912:1015:4317:48,CashCredit cardCashCashCredit cardCredit cardCredit card,46.7
2023-10-06,INV001771INV001126INV001413INV000403INV001390INV001494INV001666INV001511,CABAAACA,NaypyitawMandalayMandalayNaypyitawYangonYangonYangonNaypyitaw,MemberNormalMemberNormalNormalMemberNormalMember,MaleFemaleMaleMaleMaleMaleFemaleFemale,Food & BeveragesHome & LifestyleFood & BeveragesElectronic AccessoriesFood & BeveragesFashion AccessoriesFood & BeveragesHome & Lifestyle,552.19,31,45.41,1976.86,19:4613:0816:388:2517:0018:4019:3911:56,EwalletEwalletCashEwalletEwalletCredit cardCashCash,59.5
2023-10-07,INV000146INV000851INV001396,BBA,NaypyitawNaypyitawNaypyitaw,MemberMemberNormal,MaleFemaleMale,Health & BeautyHome & LifestyleFashion Accessories,109.39,19,22.84,1002.52,13:3810:5918:11,EwalletEwalletCredit card,21.9
2023-10-08,INV001761INV001636INV000613INV001837INV001097,BAABA,NaypyitawMandalayNaypyitawMandalayYangon,NormalNormalMemberMemberNormal,MaleFemaleMaleFemaleMale,Sports & TravelHealth & BeautySports & TravelHome & LifestyleFood & Beverages,284.91,26,24.04,919.92,17:3312:0313:1813:1717:08,EwalletCashCredit cardCashCash,34.1
2023-10-09,INV001823INV001615INV001113INV001060INV001660,AABBC,MandalayNaypyitawMandalayNaypyitawMandalay,NormalMemberMemberNormalMember,FemaleMaleMaleFemaleFemale,Electronic AccessoriesHome & LifestyleHome & LifestyleSports & TravelSports & Travel,359.49,16,22.97,1396.22,13:2618:2810:2811:449:45,CashCashEwalletCashCredit card,32.8
2023-10-10,INV001822INV000088INV001548INV001938INV000334INV001068INV001133,CABCBCA,YangonNaypyitawMandalayMandalayMandalayYangonYangon,NormalNormalNormalNormalMemberNormalNormal,FemaleMaleFemaleMaleMaleMaleFemale,Electronic AccessoriesElectronic AccessoriesHealth & BeautyHealth & BeautyElectronic AccessoriesElectronic AccessoriesElectronic Accessories,288.38,34,41.269999999999996,1852.93,11:3715:1516:0516:019:5518:3914:57,Credit cardCashCredit cardCashCashCredit cardCredit card,55.3
2023-10-11,INV000408INV000420INV000441INV000699,CBAB,MandalayNaypyitawNaypyitawNaypyitaw,MemberMemberNormalMember,MaleMaleMaleMale,Sports & TravelSports & TravelFood & BeveragesSports & Travel,263.15,23,32.02,1120.71,8:1319:2413:5010:45,Credit cardCashEwalletEwallet,26.4
2023-10-12,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0
2023-10-13,INV000090INV000415INV000891,CBA,YangonYangonMandalay,MemberMemberMember,MaleFemaleFemale,Sports & TravelHealth & BeautyElectronic Accessories,183.04,21,18.64,972.23,12:178:3214:10,Credit cardEwalletCredit card,27.1
2023-10-14,INV001779INV001629,BA,MandalayMandalay,NormalNormal,MaleFemale,Electronic AccessoriesHome & Lifestyle,118.79,11,15.33,572.17,12:5515:29,EwalletCash,15.1
2023-10-15,INV000102INV000543INV001713INV001798,BBAB,MandalayNaypyitawNaypyitawYangon,MemberNormalMemberMember,FemaleFemaleMaleFemale,Electronic AccessoriesHealth & BeautyHome & LifestyleFood & Beverages,316.94,19,21.23,938.59,8:1613:428:2510:36,EwalletCredit cardCashCash,28.1
2023-10-16,INV001296INV001360INV001082INV001667INV000391,ACCAA,YangonNaypyitawYangonNaypyitawNaypyitaw,NormalNormalMemberMemberNormal,FemaleFemaleMaleMaleFemale,Fashion AccessoriesElectronic AccessoriesSports & TravelHealth & BeautyHome & Lifestyle,192.0,25,27.150000000000002,1413.06,12:5313:5313:028:1011:52,Credit cardCredit cardCashCredit cardCash,29.6
2023-10-17,INV001454INV000074INV001332INV000278INV000868,CCBCC,MandalayNaypyitawMandalayMandalayYangon,MemberMemberNormalMemberNormal,FemaleMaleFemaleFemaleFemale,Health & BeautyHome & LifestyleSports & TravelElectronic AccessoriesFashion Accessories,316.84000000000003,33,30.23,1028.09,10:5410:1412:4411:2014:51,EwalletCredit cardEwalletCashEwallet,39.0
2023-10-18,INV001582INV001782INV001327INV001835INV001634INV001112,CCCCAA,YangonNaypyitawNaypyitawMandalayNaypyitawNaypyitaw,NormalNormalMemberMemberMemberMember,FemaleFemaleFemaleMaleMaleMale,Fashion AccessoriesHome & LifestyleHealth & BeautySports & TravelFood & BeveragesHealth & Beauty,425.65999999999997,20,26.39,1420.08,8:3815:4219:2315:5512:1617:32,CashEwalletCredit cardEwalletEwalletEwallet,44.3
2023-10-19,INV001160INV000815INV001764INV000990INV001042INV001001INV000404INV000713,ACABCBCB,NaypyitawYangonNaypyitawYangonNaypyitawNaypyitawMandalayNaypyitaw,NormalMemberNormalMemberMemberNormalMemberMember,MaleMaleFemaleMaleFemaleMaleMaleFemale,Food & BeveragesSports & TravelFood & BeveragesFashion AccessoriesFashion AccessoriesElectronic AccessoriesSports & TravelHealth & Beauty,433.42,47,57.65,1541.18,17:299:5617:5317:4110:5919:5312:118:53,Credit cardCashCashCredit cardCashCredit cardCredit cardCredit card,63.6
2023-10-20,INV000629INV000625INV000846INV000997INV000549,BBCCA,YangonNaypyitawMandalayNaypyitawYangon,NormalNormalNormalNormalNormal,MaleMaleFemaleMaleMale,Fashion AccessoriesHome & LifestyleFood & BeveragesHealth & BeautyHome & Lifestyle,289.93,29,28.61,1472.6,16:258:2019:0817:128:04,EwalletCredit cardCashEwalletEwallet,38.2
2023-10-21,INV001532INV000580INV000446INV000039INV001918INV000082INV000007,BCACCAC,NaypyitawYangonMandalayYangonNaypyitawYangonYangon,NormalMemberMemberMemberMemberNormalMember,MaleMaleMaleFemaleFemaleMaleMale,Electronic AccessoriesFood & BeveragesHealth & BeautyElectronic AccessoriesHealth & BeautyHome & LifestyleSports & Travel,275.35,41,31.630000000000003,1593.27,19:3012:089:0318:1717:2612:0014:04,Credit cardCredit cardCashCashCredit cardEwalletCredit card,42.0
2023-10-22,INV000786INV000346INV001141INV000873,ABBA,NaypyitawYangonYangonNaypyitaw,NormalNormalMemberMember,FemaleFemaleFemaleFemale,Sports & TravelSports & TravelSports & TravelElectronic Accessories,293.4,27,27.25,1235.42,8:5210:2117:0711:33,EwalletCashCashEwallet,35.3
2023-10-23,INV001665INV001684INV001099,BCB,NaypyitawMandalayNaypyitaw,NormalMemberNormal,MaleMaleFemale,Food & BeveragesSports & TravelFood & Beverages,156.51,14,17.83,821.4200000000001,13:0816:1619:05,CashEwalletCash,20.599999999999998
2023-10-24,INV001252INV000108INV000424INV001500INV000958INV001406INV001505,ACCACBC,YangonYangonNaypyitawYangonMandalayNaypyitawNaypyitaw,MemberMemberNormalNormalMemberNormalMember,FemaleFemaleMaleMaleFemaleFemaleFemale,Fashion AccessoriesFashion AccessoriesFashion AccessoriesElectronic AccessoriesSports & TravelFashion AccessoriesHealth & Beauty,313.5,42,38.760000000000005,914.1,12:2714:169:5917:018:1318:259:52,Credit cardEwalletCashCashCredit cardEwalletCash,48.5
2023-10-25,INV001195INV000616INV000225INV000377INV001550,BCBBB,NaypyitawYangonMandalayYangonMandalay,NormalNormalNormalMemberNormal,FemaleMaleMaleMaleFemale,Food & BeveragesSports & TravelHome & LifestyleFashion AccessoriesFashion Accessories,246.69,40,28.57,1531.41,14:4811:5514:0217:2416:19,CashEwalletEwalletCashCash,43.5
2023-10-26,INV000294INV001672INV000847INV000406,BCCA,MandalayNaypyitawMandalayYangon,MemberMemberMemberNormal,MaleFemaleFemaleMale,Fashion AccessoriesHome & LifestyleFood & BeveragesElectronic Accessories,199.43,30,29.080000000000002,1026.65,11:4812:3413:318:13,EwalletCashCredit cardEwallet,27.5
2023-10-27,INV000030INV000052INV001200INV000701,BACA,YangonYangonNaypyitawNaypyitaw,NormalMemberNormalMember,FemaleFemaleFemaleMale,Sports & TravelHealth & BeautyFashion AccessoriesHealth & Beauty,305.4,26,19.42,977.47,14:1211:1419:4618:27,CashEwalletCashCredit card,27.9
2023-10-28,INV001432INV001602INV000928INV000118,CBAC,MandalayYangonMandalayYangon,NormalMemberNormalNormal,FemaleMaleFemaleMale,Home & LifestyleHome & LifestyleElectronic AccessoriesHealth & Beauty,239.37,20,24.0,1063.62,15:118:238:3912:04,CashEwalletCashCash,24.4
2023-10-29,INV001074INV000973INV000092INV001139,BBAC,MandalayMandalayYangonNaypyitaw,NormalNormalNormalMember,MaleFemaleMaleFemale,Food & BeveragesSports & TravelSports & TravelHealth & Beauty,154.05,25,18.36,1263.53,10:0216:4211:5917:42,EwalletCredit cardEwalletCash,27.1
2023-10-30,INV001316INV001218INV000790INV001446INV001702INV001725INV001165,ACACBCB,MandalayMandalayNaypyitawMandalayNaypyitawNaypyitawNaypyitaw,MemberMemberMemberNormalMemberMemberNormal,FemaleMaleFemaleFemaleMaleMaleMale,Health & BeautyFood & BeveragesHealth & BeautyElectronic AccessoriesSports & TravelHealth & BeautyHealth & Beauty,487.92,39,38.42,1775.78,8:2113:508:0218:1116:4911:5912:54,Credit cardCashCashCredit cardCredit cardCredit cardEwallet,48.0
2023-10-31,INV001884INV001874INV000445INV000957INV000132INV001300INV000263,CBACCCC,NaypyitawYangonYangonMandalayNaypyitawNaypyitawNaypyitaw,MemberMemberMemberMemberMemberNormalMember,FemaleFemaleFemaleFemaleFemaleFemaleFemale,Health & BeautyElectronic AccessoriesFashion AccessoriesHome & LifestyleHome & LifestyleSports & TravelFood & Beverages,452.49,25,36.74,1843.12,19:0413:2319:3916:1114:2111:5414:07,CashCredit cardEwalletEwalletEwalletCredit cardCash,55.6
2023-11-01,INV001545INV000137INV000444INV000615INV001898,BACBC,NaypyitawMandalayNaypyitawYangonNaypyitaw,MemberMemberNormalNormalMember,MaleMaleMaleMaleMale,Health & BeautyHealth & BeautyHome & LifestyleSports & TravelElectronic Accessories,288.15,24,24.73,884.35,14:4916:348:319:2710:14,CashCashEwalletCashEwallet,30.7
2023-11-02,INV001136INV001423INV000165INV001059INV001787,CBCBA,YangonMandalayMandalayYangonMandalay,MemberMemberNormalMemberNormal,MaleMaleFemaleFemaleFemale,Health & BeautySports & TravelSports & TravelElectronic AccessoriesElectronic Accessories,238.21,19,33.08,1011.1600000000001,15:4919:2617:3319:1214:50,EwalletCashEwalletEwalletEwallet,30.4
2023-11-03,INV000020INV001455INV001303INV000590INV001844INV001838INV001797INV001871,BBCBABCC,YangonNaypyitawYangonMandalayYangonYangonYangonYangon,MemberMemberMemberMemberNormalMemberNormalNormal,MaleMaleFemaleMaleFemaleMaleFemaleMale,Health & BeautySports & TravelHealth & BeautyFashion AccessoriesHealth & BeautyHome & LifestyleFood & BeveragesElectronic Accessories,394.9,35,41.14,2478.34,18:0413:5412:5511:1912:3214:598:3616:16,CashCashCashEwalletEwalletCredit cardCredit cardEwallet,55.5
2023-11-04,INV000057INV000583,BB,NaypyitawMandalay,MemberNormal,MaleFemale,Electronic AccessoriesElectronic Accessories,72.53,10,15.2,706.79,14:1813:14,Credit cardCredit card,12.2
2023-11-05,INV001506INV001484,BA,MandalayYangon,NormalNormal,FemaleMale,Home & LifestyleHealth & Beauty,96.35000000000001,5,8.120000000000001,621.4100000000001,15:2619:31,Credit cardCash,11.5
2023-11-06,INV001466INV000472INV000964,BCB,NaypyitawMandalayYangon,MemberNormalMember,MaleMaleFemale,Fashion AccessoriesFood & BeveragesElectronic Accessories,126.8,16,10.52,559.65,15:4714:509:39,CashEwalletCredit card,23.9
2023-11-07,INV001692INV000879INV001209INV001579INV001868INV001479INV001943,ABAACBC,YangonNaypyitawNaypyitawMandalayNaypyitawNaypyitawMandalay,MemberMemberMemberMemberNormalNormalMember,MaleFemaleFemaleFemaleFemaleFemaleMale,Electronic AccessoriesHealth & BeautySports & TravelHome & LifestyleHealth & BeautyHome & LifestyleHome & Lifestyle,483.34999999999997,38,34.76,1757.74,18:1217:5815:0811:0818:0413:4216:24,Credit cardCredit cardCredit cardCashCashCashEwallet,49.6
2023-11-08,INV001299INV000467INV001282INV000626,CBCB,NaypyitawYangonNaypyitawNaypyitaw,MemberMemberMemberMember,FemaleFemaleMaleMale,Home & LifestyleHome & LifestyleFood & BeveragesElectronic Accessories,236.91,34,26.0,1672.94,9:2919:4218:1413:45,EwalletEwalletCashCash,25.0
2023-11-09,INV001594INV000500INV001245INV001937INV001029INV000540INV000658,BCABCBA,MandalayNaypyitawYangonYangonMandalayNaypyitawNaypyitaw,MemberNormalMemberMemberNormalMemberNormal,MaleFemaleMaleMaleMaleMaleFemale,Fashion AccessoriesHome & LifestyleElectronic AccessoriesHome & LifestyleElectronic AccessoriesSports & TravelHome & Lifestyle,373.0,41,42.47,1331.47,12:2714:3615:198:3217:3518:138:42,CashEwalletEwalletCredit cardCredit cardCredit cardCash,55.9
2023-11-10,INV000637INV000920INV001266INV000241INV000659INV001343INV000282INV000071,BBCACBCC,NaypyitawYangonNaypyitawYangonYangonNaypyitawNaypyitawYangon,MemberMemberMemberMemberNormalNormalNormalNormal,FemaleMaleMaleMaleFemaleMaleMaleMale,Fashion AccessoriesFashion AccessoriesHome & LifestyleFood & BeveragesElectronic AccessoriesFood & BeveragesElectronic AccessoriesHome & Lifestyle,483.94,38,45.19,2537.25,14:0812:3015:099:1013:3514:488:2819:33,EwalletEwalletEwalletEwalletEwalletCredit cardCashCredit card,51.4
2023-11-11,INV000243INV000485INV001608INV001389,AACB,MandalayYangonMandalayYangon,NormalMemberMemberNormal,MaleFemaleMaleFemale,Sports & TravelFashion AccessoriesElectronic AccessoriesSports & Travel,187.74,24,18.67,1311.72,16:1518:5118:3012:47,EwalletCredit cardCashCredit card,30.6
2023-11-12,INV001258INV000943,AB,MandalayMandalay,NormalMember,FemaleMale,Home & LifestyleHome & Lifestyle,166.81,6,9.18,503.59999999999997,18:2618:42,EwalletCredit card,12.100000000000001
2023-11-13,INV000646INV000300INV000087INV001539INV001222,ACBAA,YangonMandalayNaypyitawYangonYangon,NormalNormalNormalNormalMember,FemaleFemaleFemaleMaleFemale,Fashion AccessoriesFood & BeveragesFood & BeveragesHealth & BeautyHome & Lifestyle,279.53000000000003,23,26.61,1097.95,11:3216:3317:5210:2018:49,EwalletCashEwalletCredit cardCredit card,41.699999999999996
2023-11-14,INV001452INV000572INV000792INV001984INV000209INV001922INV000041INV000201INV001940INV000712,BCCCBBBCAA,NaypyitawYangonYangonNaypyitawYangonNaypyitawNaypyitawNaypyitawNaypyitawNaypyitaw,MemberNormalMemberNormalMemberMemberNormalMemberMemberNormal,FemaleFemaleFemaleFemaleMaleFemaleFemaleMaleFemaleFemale,Home & LifestyleFashion AccessoriesHealth & BeautyFashion AccessoriesElectronic AccessoriesSports & TravelFashion AccessoriesElectronic AccessoriesHealth & BeautyFashion Accessories,560.51,58,55.6,2429.37,15:3318:2816:1615:1616:2712:558:079:1113:3913:08,Credit cardEwalletEwalletCredit cardCashCashCashEwalletCredit cardCredit card,69.89999999999999
2023-11-15,INV001121INV001283INV001591INV000251,CBBA,NaypyitawNaypyitawYangonMandalay,NormalNormalMemberNormal,MaleFemaleFemaleFemale,Food & BeveragesElectronic AccessoriesHealth & BeautySports & Travel,179.03,24,26.34,957.6,10:4913:5814:2014:36,EwalletEwalletCredit cardCash,26.7
2023-11-16,INV001005INV001402INV000383INV001471INV000820INV000985INV000037INV001361INV000480,BCCBBCCAA,MandalayMandalayYangonMandalayNaypyitawMandalayYangonYangonMandalay,NormalMemberNormalNormalMemberMemberMemberMemberNormal,FemaleFemaleMaleFemaleFemaleMaleFemaleFemaleFemale,Fashion AccessoriesSports & TravelFashion AccessoriesHealth & BeautyHome & LifestyleHealth & BeautyHealth & BeautySports & TravelHome & Lifestyle,481.78000000000003,44,54.089999999999996,2920.81,18:0010:5514:1118:528:5510:1113:3617:5111:33,EwalletEwalletEwalletCredit cardCashCashCashCredit cardCash,68.0
2023-11-17,INV001950INV000114INV001826INV001039INV000345,CACAA,MandalayMandalayMandalayMandalayNaypyitaw,NormalMemberNormalNormalNormal,FemaleFemaleFemaleFemaleFemale,Home & LifestyleFashion AccessoriesHealth & BeautyFashion AccessoriesFood & Beverages,254.75,35,27.04,1056.43,13:589:5817:389:509:40,Credit cardCashCredit cardEwalletEwallet,33.7
2023-11-18,INV000780INV000816INV000503INV000875INV000764,BACBB,MandalayNaypyitawNaypyitawNaypyitawMandalay,NormalNormalNormalMemberMember,FemaleMaleFemaleMaleFemale,Food & BeveragesElectronic AccessoriesHome & LifestyleFashion AccessoriesHealth & Beauty,344.94,36,22.450000000000003,1134.04,9:058:2719:1211:3212:02,EwalletCredit cardCredit cardCredit cardCash,36.199999999999996
2023-11-19,INV000769INV000335,BA,MandalayYangon,NormalNormal,MaleFemale,Home & LifestyleHome & Lifestyle,136.01999999999998,11,18.18,372.57,10:5610:46,EwalletCash,15.1
2023-11-20,INV000200INV001008INV000700INV000519INV001429INV001860INV001734INV001269INV000163INV001422INV000554,CBCCCACABAC,NaypyitawMandalayMandalayYangonNaypyitawNaypyitawYangonNaypyitawNaypyitawMandalayYangon,NormalNormalNormalNormalNormalNormalNormalMemberMemberMemberMember,FemaleMaleMaleMaleFemaleFemaleMaleFemaleMaleMaleMale,Sports & TravelSports & TravelFashion AccessoriesHealth & BeautyFood & BeveragesFood & BeveragesFood & BeveragesFashion AccessoriesFood & BeveragesFashion AccessoriesHome & Lifestyle,558.69,57,62.64,2352.84,17:3312:5113:0112:129:0918:348:528:448:4117:2819:55,EwalletCashCashEwalletCashEwalletEwalletEwalletCashCashCredit card,81.5
2023-11-21,INV000381INV001928INV001648INV001191INV001428,ACBBA,MandalayMandalayYangonNaypyitawMandalay,MemberNormalNormalNormalNormal,FemaleMaleMaleFemaleMale,Fashion AccessoriesHome & LifestyleFood & BeveragesFood & BeveragesFashion Accessories,266.38,31,29.69,1059.39,16:4810:2710:5313:3513:33,EwalletEwalletEwalletCredit cardCredit card,26.8
2023-11-22,INV001784INV000777INV000465INV000982INV000751INV000140INV000161INV000655INV000619,CBCBBBBAB,YangonYangonMandalayYangonMandalayYangonYangonNaypyitawNaypyitaw,MemberNormalMemberMemberMemberMemberNormalNormalMember,FemaleFemaleMaleFemaleMaleFemaleFemaleFemaleMale,Electronic AccessoriesSports & TravelFashion AccessoriesFashion AccessoriesHome & LifestyleHealth & BeautyFashion AccessoriesHealth & BeautyFashion Accessories,521.47,35,47.31,2354.08,9:0418:2810:2114:0110:1919:2017:5415:1818:14,CashCredit cardCredit cardCashCashCashCashCredit cardEwallet,51.1
2023-11-23,INV001596INV001748INV000474INV000959INV001947INV000284INV001313INV001970,CBACBCAA,MandalayNaypyitawNaypyitawMandalayYangonMandalayMandalayNaypyitaw,NormalMemberMemberMemberMemberMemberNormalNormal,MaleMaleFemaleFemaleMaleMaleFemaleFemale,Fashion AccessoriesHome & LifestyleFood & BeveragesSports & TravelFood & BeveragesSports & TravelHealth & BeautySports & Travel,329.64,25,38.76,2559.17,16:078:0915:3416:3810:3515:178:4916:07,EwalletCashCashCredit cardCashCashEwalletEwallet,55.4
2023-11-24,INV000281INV000665INV001122INV000461INV000260,BBABC,NaypyitawYangonYangonMandalayNaypyitaw,NormalNormalNormalNormalMember,MaleFemaleFemaleFemaleMale,Health & BeautyElectronic AccessoriesSports & TravelHealth & BeautySports & Travel,327.16,20,19.580000000000002,1401.84,13:1512:399:398:3411:38,CashEwalletCredit cardCashCredit card,40.7
2023-11-25,INV001156INV001633INV001130INV000807,CAAB,MandalayMandalayMandalayYangon,MemberNormalNormalMember,MaleMaleFemaleFemale,Home & LifestyleFashion AccessoriesElectronic AccessoriesHealth & Beauty,228.15,20,26.77,902.95,17:578:398:5418:24,EwalletEwalletEwalletCash,31.4
2023-11-26,INV000449INV001020INV000509INV000188,BAAC,YangonYangonMandalayMandalay,MemberMemberMemberMember,MaleMaleMaleFemale,Food & BeveragesSports & TravelHome & LifestyleFashion Accessories,189.55,26,21.41,944.8199999999999,19:2511:5012:3919:00,Credit cardCashCredit cardEwallet,26.0
2023-11-27,INV001870INV000123INV001836INV001686,BACA,NaypyitawNaypyitawNaypyitawNaypyitaw,NormalMemberNormalNormal,FemaleMaleFemaleMale,Electronic AccessoriesElectronic AccessoriesElectronic AccessoriesHome & Lifestyle,233.19,19,18.83,1122.12,12:1115:5810:1416:08,Credit cardCredit cardCredit cardEwallet,30.1
2023-11-28,INV000967INV000921INV001031INV000422,BCBA,MandalayMandalayYangonYangon,NormalMemberMemberNormal,MaleFemaleFemaleMale,Fashion AccessoriesElectronic AccessoriesSports & TravelHome & Lifestyle,167.9,27,21.509999999999998,1500.4099999999999,14:0017:3119:5216:35,EwalletEwalletCredit cardEwallet,26.3
2023-11-29,INV000547INV000336INV000089INV001973INV001714INV001197,BAABBC,MandalayYangonYangonMandalayNaypyitawMandalay,MemberNormalNormalMemberNormalMember,MaleMaleFemaleMaleMaleFemale,Electronic AccessoriesSports & TravelFood & BeveragesSports & TravelElectronic AccessoriesHealth & Beauty,290.93,29,34.17,1375.41,17:2918:5217:2416:4110:3013:30,CashCredit cardCredit cardCashCredit cardCredit card,39.300000000000004
2023-11-30,INV001946INV000898INV001371INV001344INV001612INV000534INV000389INV001210INV000113INV001192,BCAABCBCAA,MandalayYangonNaypyitawYangonNaypyitawYangonYangonYangonMandalayYangon,NormalNormalNormalNormalMemberNormalNormalNormalMemberMember,MaleFemaleMaleFemaleMaleMaleMaleMaleFemaleFemale,Electronic AccessoriesHome & LifestyleHealth & BeautySports & TravelHome & LifestyleSports & TravelFood & BeveragesHome & LifestyleHealth & BeautySports & Travel,571.11,55,50.03,2810.67,9:4613:578:0415:3015:3911:4518:0316:2610:0710:54,CashCashCashCashCredit cardCashCashCredit cardEwalletCredit card,69.2
2023-12-01,INV000709INV000218INV000266INV000036INV001883,BAABB,NaypyitawYangonYangonMandalayYangon,MemberMemberMemberNormalNormal,FemaleFemaleFemaleMaleFemale,Health & BeautyHealth & BeautySports & TravelHome & LifestyleElectronic Accessories,303.93,33,21.779999999999998,1597.65,17:2518:3417:2912:2717:17,CashCredit cardCredit cardCredit cardCash,32.400000000000006
2023-12-02,INV000817INV001365INV001690INV000452INV000908INV000155INV000733INV000079INV001728,BCCCBACCB,YangonYangonMandalayNaypyitawMandalayMandalayNaypyitawMandalayNaypyitaw,MemberMemberMemberMemberMemberNormalNormalMemberMember,MaleFemaleFemaleMaleMaleMaleFemaleMaleFemale,Health & BeautySports & TravelElectronic AccessoriesHome & LifestyleSports & TravelSports & TravelElectronic AccessoriesFashion AccessoriesHome & Lifestyle,478.28999999999996,34,56.43,2662.92,18:5914:0810:008:1311:2410:368:1710:5514:07,Credit cardCredit cardCredit cardEwalletEwalletCredit cardEwalletCashEwallet,58.599999999999994
2023-12-03,INV000929INV000969INV001968INV001769INV001776INV000542,BBBBCA,NaypyitawNaypyitawNaypyitawMandalayYangonNaypyitaw,MemberNormalNormalMemberNormalNormal,FemaleFemaleMaleFemaleMaleMale,Sports & TravelFashion AccessoriesFashion AccessoriesFashion AccessoriesFashion AccessoriesFood & Beverages,334.66,36,27.439999999999998,1743.67,9:5811:0812:1016:5615:4114:46,Credit cardCashEwalletCashCredit cardCash,43.0
2023-12-04,INV000714INV001963INV001621,CCC,YangonNaypyitawNaypyitaw,NormalMemberMember,MaleFemaleMale,Electronic AccessoriesElectronic AccessoriesHome & Lifestyle,89.53999999999999,19,15.84,805.8,12:439:5017:08,EwalletEwalletCredit card,15.100000000000001
2023-12-05,INV000881INV001679INV001051INV000935INV000752INV000710,CAABAC,YangonYangonNaypyitawYangonNaypyitawNaypyitaw,MemberMemberMemberNormalNormalNormal,MaleFemaleMaleMaleMaleFemale,Home & LifestyleFood & BeveragesHome & LifestyleFashion AccessoriesHealth & BeautyFashion Accessories,414.83000000000004,34,33.980000000000004,1750.93,13:208:5611:2414:4912:0311:34,EwalletCashCredit cardCashEwalletCredit card,41.5
2023-12-06,INV001399INV001929,AA,MandalayNaypyitaw,MemberNormal,FemaleMale,Electronic AccessoriesSports & Travel,146.19,9,13.14,262.56,8:3317:29,CashCash,12.2
2023-12-07,INV000588INV001292INV000546INV001803INV000645INV001021,CBBCCA,YangonMandalayYangonNaypyitawNaypyitawNaypyitaw,NormalNormalNormalMemberNormalNormal,MaleMaleMaleFemaleMaleMale,Health & BeautyHome & LifestyleSports & TravelHealth & BeautyHome & LifestyleSports & Travel,304.45,30,35.35,1628.3799999999999,16:0614:4416:5113:3614:1810:46,Credit cardEwalletEwalletCashCashCredit card,44.4
2023-12-08,INV000490INV001877INV000976INV000433INV000887INV001106INV001304,AAACACB,MandalayNaypyitawYangonNaypyitawNaypyitawYangonYangon,MemberMemberMemberMemberMemberMemberMember,FemaleMaleMaleFemaleFemaleMaleMale,Home & LifestyleSports & TravelSports & TravelHealth & BeautyHealth & BeautyHealth & BeautyHome & Lifestyle,369.81,44,35.43,1718.92,16:2715:4214:1016:159:018:0215:50,Credit cardCredit cardCredit cardCredit cardCashCashCash,44.7
2023-12-09,INV000315INV000018,AA,NaypyitawMandalay,NormalMember,FemaleFemale,Health & BeautyFood & Beverages,75.19,9,13.969999999999999,347.53999999999996,15:0017:46,EwalletCash,14.100000000000001
2023-12-10,INV001804INV001391INV001995INV000054INV000909,CCABC,MandalayYangonYangonYangonMandalay,NormalMemberMemberMemberNormal,FemaleFemaleMaleMaleFemale,Sports & TravelSports & TravelSports & TravelHealth & BeautySports & Travel,189.54,12,34.85,1450.68,13:5914:038:2517:378:59,EwalletEwalletCredit cardEwalletCash,37.7
2023-12-11,INV001291INV000785INV001655INV000522INV000295INV001611INV001223INV000043,CAABCABB,YangonYangonYangonMandalayYangonMandalayYangonYangon,NormalNormalNormalMemberMemberNormalNormalNormal,FemaleFemaleFemaleMaleFemaleMaleMaleFemale,Electronic AccessoriesFood & BeveragesElectronic AccessoriesSports & TravelFashion AccessoriesElectronic AccessoriesHealth & BeautyElectronic Accessories,378.51,48,44.07,2094.22,17:169:0312:549:3514:1210:5310:1814:55,CashEwalletCredit cardEwalletCashEwalletCredit cardCredit card,57.1
2023-12-12,INV001284INV000630INV000121INV000316INV000763INV000022INV000548INV000945INV000242,CBABBABCA,YangonNaypyitawYangonMandalayNaypyitawMandalayMandalayMandalayNaypyitaw,NormalNormalMemberNormalMemberNormalMemberMemberMember,FemaleMaleMaleFemaleMaleMaleMaleFemaleMale,Fashion AccessoriesHealth & BeautyElectronic AccessoriesHome & LifestyleElectronic AccessoriesElectronic AccessoriesElectronic AccessoriesElectronic AccessoriesHome & Lifestyle,523.73,48,37.989999999999995,2261.83,12:3413:0017:0813:0815:2813:228:3418:4317:05,CashCashEwalletEwalletEwalletCredit cardCashCredit cardCash,59.3
